name,park_name,city_name,state_name,country_name,popularity,length,elevation_gain,difficulty_rating,avg_rating,num_reviews,species_count,bio_category_count,abundance_total,conservation_total,num_features,num_activities,route_type_loop,route_type_out and back,route_type_point to point,principal component 1,principal component 2,principal component 3,principal component 4,Class
Lost Lake Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.7951,4828.02,203.9112,1,4.0,34,3900,14,2771,93,7,7,1,0,0,0.7936267028974039,-1.3138877389346768,0.6825302749487382,-2.376097276385082,1
Canyon Rim South Trail to Artist Point,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.748,4023.35,84.7344,1,4.5,38,3900,14,2771,93,5,2,0,1,0,0.4994987891944671,-1.8118737636899334,-1.0850872730372787,0.5441501010210957,0
Lewis River Channel Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.6159,17541.806,172.8216,3,4.5,21,3900,14,2771,93,6,10,1,0,0,1.1843147105456393,-0.7576887997252972,1.4345085216675642,-2.1489900912427897,1
Hellroaring Creek to Yellowstone River,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.5216,3379.614,190.8048,3,4.5,49,3900,14,2771,93,3,1,0,1,0,0.734829968550496,-1.330829795859452,-1.457518547296798,0.8386211722141359,0
Cascade Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.2872,7081.096,55.7784,3,4.0,44,3900,14,2771,93,7,9,0,1,0,0.944573076152602,-1.5600874656089148,0.777749180511214,0.56804785162102,0
Firehole Lake Drive,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.1965,5310.822,46.9392,1,4.5,21,3900,14,2771,93,10,3,0,0,1,1.2123798194417914,-0.657303581371655,0.9578356945403511,-0.8030629614167439,0
Cascade Lake Trail to Observation Peak,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.1875,14966.862,474.8784,3,4.5,33,3900,14,2771,93,5,7,0,1,0,1.080712155987511,-1.1040293500649374,0.2545986399473103,0.7749395108963513,0
Calcite Springs Overlook Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.1685,321.868,6.7056,1,4.5,25,3900,14,2771,93,7,4,1,0,0,0.5823632530978241,-1.471911332429171,0.09338840480824184,-2.3633363780954038,1
Riddle Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.0594,7563.898,41.7576,1,4.0,24,3900,14,2771,93,8,5,0,1,0,0.6245945479537476,-1.8779761941363782,-0.020557933069723672,0.4140183370048969,0
Yellowstone River Picnic Area Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.0422,6276.426,138.9888,1,4.5,29,3900,14,2771,93,7,4,1,0,0,0.6747790196062096,-1.3041788632499702,0.19523259422861577,-2.3078204007776018,1
Garnet Hill Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.986,14001.258,229.8192,3,4.5,35,3900,14,2771,93,6,6,1,0,0,1.0526620104776572,-0.7617352319153724,0.6792123313877391,-2.0614872992419846,1
Mystic Falls - Geyser Basin Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.9383,14323.126,282.8544,3,4.5,14,3900,14,2771,93,1,4,1,0,0,1.1289018643402158,-0.3996147329552595,-0.8761044016518915,-1.93930862290859,1
Electric Peak,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.8442,32669.602,1609.9536,5,5.0,13,3900,14,2771,93,7,4,0,1,0,1.6206431082810784,0.011152969093788219,0.9945904557415195,1.3557199416990429,0
Ribbon Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.8384,6598.294,175.8696,1,4.0,46,3900,14,2771,93,7,7,0,1,0,0.7182481543683252,-1.8083433799036805,0.18976671401980866,0.4122726551769712,0
Specimen Ridge Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.823,27197.846,1176.8328,5,4.5,19,3900,14,2771,93,7,8,0,0,1,2.361648626496588,1.0971785563494754,2.1993071589501096,-0.10163796940441179,2
Bechler River Trail: Lone Star Trailhead to Belcher Ranger Station,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.7938,61959.59,638.8608,3,5.0,9,3900,14,2771,93,6,3,0,0,1,2.1643084017132552,1.1648915251645062,1.0755920605322329,-0.1316554152233941,2
Dunanda Falls and Silver Scarf Falls Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.7066,27358.78,251.7648,3,4.5,18,3900,14,2771,93,7,6,0,1,0,1.0887521439128702,-1.0696481615038633,0.5154524351601212,0.7711109817315548,0
Harlequin Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.5495,1609.34,41.7576,1,3.5,26,3900,14,2771,93,7,5,0,1,0,0.6461908376886282,-1.8704139330809666,-0.4611031321690132,0.38312659882508754,0
Monument Geyser Basin Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.5373,3701.482,205.74,3,3.5,45,3900,14,2771,93,6,4,0,1,0,0.8921223821708912,-1.3898371280655588,-0.5262851919297888,0.6927483209375208,0
Osprey Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.3761,13679.39,384.9624,3,4.5,36,3900,14,2771,93,8,1,0,1,0,0.8245416163753535,-1.2770592833837286,-0.23827666776845208,0.839564754001874,0
Delacy Creek Trail to Shoshone Lake,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.2937,45544.322,833.9328,5,4.5,13,3900,14,2771,93,7,9,1,0,0,1.8255649224849477,0.39516324666849995,2.100249977281623,-1.666690042720325,2
Brink of Lower Falls via North Rim Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.2364,3701.482,146.9136,1,4.0,19,3900,14,2771,93,5,3,0,1,0,0.6414286400129181,-1.6703473332684082,-1.1442934195980372,0.49819641602770204,0
Sepulcher Mountain Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.229,18024.608,1071.9816,5,4.5,33,3900,14,2771,93,6,3,1,0,0,1.463673373123038,0.10945177632832057,0.6222268741822656,-1.5863358866109445,1
Ice Lake and Little Gibbon Falls Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.1964,5954.558,82.9056,1,4.0,30,3900,14,2771,93,8,6,1,0,0,0.7611287306187035,-1.3403283275650333,0.5986793973241,-2.402146725610122,1
The Thorofare and South Boundary Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.1233,108630.45,1753.8192,7,5.0,14,3900,14,2771,93,7,8,0,0,1,3.4633942060689153,3.111923684767222,3.47247010430293,0.6248236555847073,2
Lily Pad Lake via Artist's Point,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.103,3218.68,85.9536,1,4.5,36,3900,14,2771,93,2,4,0,1,0,0.6493215307597199,-1.6039876880233788,-1.5176968518509295,0.5234037085415554,0
Heart Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7.0908,23979.166,434.9496,3,4.5,17,3900,14,2771,93,7,9,0,1,0,1.2115885942405444,-1.0305714249799427,1.0565335849425874,0.7183358897112077,0
Blacktail Deer Creek Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.9346,11909.116,379.7808,3,4.5,26,3900,14,2771,93,5,7,0,1,0,1.0599509994304588,-1.1474944193634102,0.1052212769879415,0.7278413140249885,0
Sentinel Meadows Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.9213,5632.69,45.72,3,4.5,18,3900,14,2771,93,9,4,0,1,0,0.7477134450652403,-1.6184807173835998,0.2893108791917336,0.6377988004904482,0
Bunsen Peak Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.8749,16093.4,774.8016,3,5.0,30,3900,14,2771,93,7,4,1,0,0,1.129205767136258,-0.483492266945275,0.7898840357937533,-1.9053279907230267,1
Palette Spring via Mammoth Terraces,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.8141,482.802,5.7912,1,4.0,30,3900,14,2771,93,3,2,0,1,0,0.5821253530185834,-1.6779488979366453,-1.8655283226625856,0.506895426141868,0
The Hoodoos,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.55,8690.436,247.8024,3,4.0,13,3900,14,2771,93,5,6,0,1,0,1.0307062372072877,-1.191547235489198,-0.3330303448923392,0.6863175098106874,0
Petrified Tree Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.544,160.934,5.7912,1,3.5,42,3900,14,2771,93,5,3,0,1,0,0.6128637045283308,-1.7740129942086602,-1.337556044858424,0.4418068144630393,0
South Rim to Ribbon Lake Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.5017,12713.786,218.8464,1,4.0,6,3900,14,2771,93,6,4,1,0,0,0.8792187398862453,-0.9671903218830498,-0.2198531715088186,-2.2828820202400757,1
Fairy Falls and Imperial Geyser Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.438,14162.192,106.9848,3,4.5,13,3900,14,2771,93,9,2,1,0,0,0.8972218986414299,-0.8742956109157934,0.4559079309880232,-2.058918973764107,1
Specimen Ridge and Amethyst Mountain Trails,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.2725,12874.72,498.9576,3,4.5,17,3900,14,2771,93,4,4,0,1,0,1.0568782642311583,-0.9565427307009352,-0.689907758443388,0.8313182356880329,0
Upper and Lower Undine Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.2261,2574.944,78.9432,1,4.0,23,3900,14,2771,93,8,4,0,1,0,0.601930460953212,-1.869059765465621,-0.3492268791781792,0.4056057931123074,0
Mystic Falls to Ferry Creek Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.1609,27197.846,534.924,5,4.5,5,3900,14,2771,93,8,6,1,0,0,1.494974659470324,-0.05423485504850344,1.4221366904927117,-1.7718857921631903,1
Clear Lake Artist's Point Loop via Wapiti Lake Trailhead,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.1602,7402.964,121.92,1,4.5,18,3900,14,2771,93,9,1,1,0,0,0.6055443532421906,-1.3008706428941899,-0.025038867230005146,-2.2860426671803276,1
Lamar River Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.1324,52947.286,1098.804,3,4.0,7,3900,14,2771,93,6,9,0,1,0,1.7666754111782235,-0.05295577229685746,1.1104391824049533,0.978554771589067,0
Madison Junction to Norris Drive,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.1193,21404.222,315.7728,3,4.5,16,3900,14,2771,93,4,2,0,0,1,1.7844019719016335,0.5132288161588328,-0.27135420620903616,-0.3608902651851688,0
Yellowstone River Overlook Trail via Yellowstone Picnic Ground Trailhead,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.0553,5149.888,143.8656,1,4.5,18,3900,14,2771,93,7,4,0,1,0,0.6244236243490838,-1.7589052665972358,-0.42867033308725316,0.4561099333667697,0
Hayden Valley Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.0359,21887.024,326.7456,5,4.5,6,3900,14,2771,93,6,4,0,0,1,2.027147507040763,0.7460048749903281,0.7713395461570288,-0.2147225172562795,0
Fairy Falls Lollipop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,6.0022,13840.324,73.7616,3,4.0,16,3900,14,2771,93,1,4,1,0,0,1.1558811245885325,-0.40705739143753117,-1.1839682029312877,-2.0140741820519934,1
Terrace Mountain Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.9829,10782.578,262.7376,3,4.5,19,3900,14,2771,93,5,6,1,0,0,1.1107753750518403,-0.6453529400381075,0.27389445072882457,-2.078379191920129,1
Duck Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.8412,1448.406,46.9392,3,3.5,19,3900,14,2771,93,7,4,0,1,0,0.8673622948529432,-1.4630835385360257,-0.5281262160136745,0.610662208188059,0
Pelican Creek Nature Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.7362,1126.538,4.8768,1,3.5,12,3900,14,2771,93,7,5,1,0,0,0.7805002827915885,-1.2807462889383705,-0.14283871641075427,-2.4366176165054947,1
Seven Mile Hole to Mount Washburn Spur,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.7127,17863.674,876.9096,3,4.5,12,3900,14,2771,93,6,8,0,0,1,2.0583799082631162,0.6039583845378514,1.4099742877058223,-0.43416890031301497,2
Mary Mountain-Nez Perce Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.5147,32186.8,436.7784,5,4.0,18,3900,14,2771,93,6,7,0,0,1,2.291857701749744,0.997812914514109,1.327955342581441,-0.22680326499395928,2
Mallard Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.4605,11748.182,271.8816,3,3.5,22,3900,14,2771,93,4,4,0,1,0,1.0921076090097415,-0.9929286205948655,-1.064981106337226,0.7464083905861256,0
Tower-Roosevelt to Canyon Village Drive,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.3558,28324.384,966.8256,3,4.5,10,3900,14,2771,93,4,3,0,0,1,2.0840126555774545,0.9912489544352001,0.13119429430691912,-0.22651987014091424,0
Black Canyon Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.2974,20760.486,641.9088,3,5.0,7,3900,14,2771,93,5,9,0,0,1,2.034474125291241,0.5711054761582762,1.4063210751499924,-0.4689008240540632,2
Solitary Geyser,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.169,2574.944,49.9872,3,4.5,18,3900,14,2771,93,6,4,1,0,0,0.9153923458733736,-0.9057609355078591,-0.06025778592141601,-2.136090883013795,1
West Yellowstone to Jackson Scenic Drive,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.0758,200201.896,2373.7824,1,4.5,16,3900,14,2771,93,5,2,0,0,1,3.833442267916921,4.281038500538919,2.0418162534267905,0.6527796557406429,2
Dunraven Pass to Mount Washburn,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.0648,10943.512,424.8912,5,4.5,321,3900,14,2771,93,5,3,0,1,0,0.9478942904334958,-1.1648370182874574,0.19365010063158625,1.1460955254751282,0
Heart Lake and the Snake River Trails,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.0248,38624.16,421.8432,5,4.0,9,3900,14,2771,93,6,11,0,0,1,2.483899069970158,1.106871681617806,2.0712369623226143,-0.2995678035772499,2
Grebe Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5.0165,10460.71,47.8536,1,4.0,16,3900,14,2771,93,6,6,0,1,0,0.7984621908766895,-1.5932288034740107,-0.4646730518009191,0.4060287494989753,0
Fishing Bridge to West Thumb Scenic Drive,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.9369,32669.602,332.8416,1,4.0,13,3900,14,2771,93,12,8,0,0,1,1.78484546041934,-0.017926030903588908,2.3583073651749817,-0.8051535599973269,0
Yellowstone River Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.7794,27519.714,593.7504,5,5.0,4,3900,14,2771,93,6,3,0,0,1,2.1084359897276017,0.9961366909145835,0.777476330580048,-0.1077732460379778,2
Lewis Lake Campground,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.7629,1770.274,19.812,1,4.5,4,3900,14,2771,93,4,3,1,0,0,0.7248591023589935,-1.1058046448211005,-1.013206021513286,-2.3242682823227154,1
Lewis Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.7123,13196.588,108.8136,3,5.0,4,3900,14,2771,93,6,7,0,1,0,0.9978693129287519,-1.2403056883409862,0.2073885896711813,0.6504408225265536,0
Wolf Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.6973,11104.446,227.9904,1,4.0,9,3900,14,2771,93,4,1,0,1,0,0.7610016730207301,-1.3231963432292067,-1.8176573284281194,0.584727528290309,0
Sentinel Meadows to Queen's Laundry,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.5644,7563.898,45.72,3,4.0,6,3900,14,2771,93,1,4,1,0,0,1.130630160514593,-0.46070994416852495,-1.3602139223350147,-2.0651503157148876,1
Norris Campground to Norris Basin Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.5483,5793.624,75.8952,3,4.5,12,3900,14,2771,93,7,2,1,0,0,0.8937020764228256,-0.8489561350322911,-0.20844746975870423,-2.0917116023478775,1
Firehole Falls via Little Firehole Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.5071,16254.334,437.9976,3,4.5,6,3900,14,2771,93,7,5,0,1,0,1.0913336012385673,-1.0235251813147213,0.07123921693747766,0.7489882917277557,0
Wapiti Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.5017,50372.342,946.7088,5,5.0,4,3900,14,2771,93,7,6,0,1,0,1.742427217109387,0.10610664880630115,1.1015589139420279,1.2244016201858103,0
Electric Peak Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.4565,29450.922,1255.776,7,5.0,9,3900,14,2771,93,7,6,0,1,0,1.8361276141157505,0.22311838638710835,1.2435856890148849,1.4130886840965535,0
Pebble Creek Trail To Bliss Pass,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.4034,41681.906,1776.984,5,5.0,6,3900,14,2771,93,6,6,0,1,0,1.9148853320569545,0.43228750512496955,1.055377339708477,1.3689298834944565,0
Heart Lake Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.3765,51498.88,739.7496,3,4.5,5,3900,14,2771,93,7,8,1,0,0,1.6934287375618915,0.24987155197294725,1.5213713826163318,-1.88412653870855,1
Bighorn Pass Trail from Indian Creek Campground,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.3744,30899.328,611.7336,3,5.0,5,3900,14,2771,93,4,6,0,0,1,2.075290469073294,0.8437023468970973,0.6518273618615821,-0.3527253294483571,0
"Artist's Point, Lily Pad Lake, and Clear Lake Loop",Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.3197,5310.822,98.7552,1,4.0,10,3900,14,2771,93,3,4,1,0,0,0.8818763478701305,-0.9101231055991691,-1.1400478118904174,-2.3154813911944006,1
Yellowstone River Overlook Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.2972,7402.964,194.7672,1,4.5,3,3900,14,2771,93,7,4,0,1,0,0.7126387405593376,-1.6066099559761953,-0.5282295356582701,0.45644953960498663,0
Uncle Tom's Trail [CLOSED],Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.2337,965.604,116.7384,1,4.0,132,3900,14,2771,93,7,3,0,1,0,0.5423139234366161,-1.905352331900848,-0.6264063321889279,0.4694154783976244,0
Boundary Creek to Buffalo Lake Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.2292,54073.824,653.796,3,5.0,3,3900,14,2771,93,7,6,0,1,0,1.4962087808894469,-0.29325322967638046,0.7911275968667586,0.957509903847259,0
Mount Sheridan Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.2025,36049.216,1292.9616,7,4.5,5,3900,14,2771,93,4,3,0,1,0,1.9360432168530692,0.5977383284249591,-0.07847354126352121,1.5462945827112478,0
Cave Falls to Bechler Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.1831,4023.35,41.7576,1,4.5,7,3900,14,2771,93,8,3,0,1,0,0.5882985849504753,-1.793857904523175,-0.5603378003678593,0.41837831297430755,0
Black Warrior Lake and Firehole Lake,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,4.0583,643.736,2.7432,1,4.0,5,3900,14,2771,93,3,4,1,0,0,0.8214177510864982,-1.0215371003750668,-1.242738326085978,-2.361174941698688,1
