name,park_name,city_name,state_name,country_name,popularity,length,elevation_gain,difficulty_rating,avg_rating,num_reviews,species_count,bio_category_count,abundance_total,conservation_total,num_features,num_activities,route_type_loop,route_type_out and back,route_type_point to point,principal component 1,principal component 2,principal component 3,principal component 4,Class
Mount Brown Lookout via Gunsight Pass Trail,Glacier National Park,West Glacier,Montana,United States,5.2134,14966.862,1286.8656,5,4.5,8,2475,13,1687,82,4,3,0,1,0,0.34921873209988347,0.5079880071336844,-0.45633282677572884,1.303103057488467,4
Chief Mountain,Glacier National Park,Babb,Montana,United States,5.0998,10138.842,877.824,5,5.0,12,2475,13,1687,82,3,2,0,1,0,0.13105886470420094,0.24271965226538764,-0.9195797656440969,1.2486351877978399,4
Howe Lake Trail,Glacier National Park,Coram,Montana,United States,5.0492,6920.162,131.9784,1,3.5,20,2475,13,1687,82,7,5,0,1,0,-0.3732603563854023,-0.9866884073298139,-0.5481307339425833,0.4712809047401901,4
Akokala Lake Trail,Glacier National Park,West Glacier,Montana,United States,4.9898,18346.476,632.7648,3,3.5,7,2475,13,1687,82,6,5,0,1,0,0.11182434698952815,-0.13219493127017715,-0.30910469683694636,0.8577536939323719,4
Belly River Trail,Glacier National Park,Babb,Montana,United States,4.9233,24622.902,416.9664,3,4.5,7,2475,13,1687,82,6,6,0,1,0,0.045483311969875914,-0.21183225009340156,0.11652665185628948,0.847229466915604,4
Medicine Grizzly to Triple Divide Pass,Glacier National Park,East Glacier Park Village,Montana,United States,4.8672,20438.618,259.9944,3,4.5,6,2475,13,1687,82,6,4,0,1,0,-0.09430411145723978,-0.34635461272233153,-0.3480719762948894,0.8406101271571228,4
Continental Divide Trail to Fifty Mountain Shelter,Glacier National Park,Lake Mc Donald,Montana,United States,4.7952,51498.88,5354.7264,3,4.5,2,2475,13,1687,82,5,6,0,1,0,1.7119954069625092,2.8076412943053706,1.722431000000759,1.9992902033231255,2
Swiftcurrent Mountain via Granite Park Trail,Glacier National Park,West Glacier,Montana,United States,4.7277,19473.014,1291.7424,5,4.5,11,2475,13,1687,82,4,3,0,1,0,0.40133970574540573,0.6014471910859324,-0.432852815862406,1.3222520715819446,4
Logging Lake Trail,Glacier National Park,West Glacier,Montana,United States,4.6394,41199.104,657.7584,3,3.5,13,2475,13,1687,82,7,7,0,1,0,0.3745074034559424,0.20781421337757894,0.5103638247248237,0.9085125989618223,4
Comeau Pass Via Sperry Lake Trail,Glacier National Park,West Glacier,Montana,United States,4.6191,26554.11,1493.8248,5,4.5,3,2475,13,1687,82,6,5,0,1,0,0.5528765159650086,0.7148887875734217,0.5053176139403085,1.3178166258046193,4
Bowman Lake Trail to Upper Waterton Lake,Glacier National Park,Polebridge,Montana,United States,4.386,69684.422,1671.828,3,5.0,3,2475,13,1687,82,5,3,0,1,0,0.7193849059952135,1.2603496359430704,0.2574172285695945,1.4072019755324134,2
Upper Two Medicine Creek Loop,Glacier National Park,East Glacier Park Village,Montana,United States,4.2609,17541.806,258.7752,3,4.0,8,2475,13,1687,82,5,4,1,0,0,0.05367449814598533,0.24490477005151384,-0.2921326383757574,-1.9662482632678713,1
"Ptarmigan Trail to Helen Lake, Elizabeth Lake, Cosley Lake, Stoney Indian Pass, Waterton Valley Trail",Glacier National Park,Babb,Montana,United States,4.1236,63086.128,1762.9632,3,5.0,3,2475,13,1687,82,7,5,0,0,1,1.4622548258391024,2.4713677384912938,1.8145828404798072,0.07914838610687773,2
Firebrand Trail to Ole Creek,Glacier National Park,East Glacier Park Village,Montana,United States,3.9817,36532.018,944.88,5,4.5,7,2475,13,1687,82,7,4,0,0,1,1.2076694834158568,1.9725150808367395,1.2179840701743796,0.017577598940329574,2
Stanton Mountain,Glacier National Park,Whitefish,Montana,United States,3.8896,12070.05,1366.7232,5,4.0,2,2475,13,1687,82,3,3,0,1,0,0.44720215767116595,0.6506743754921205,-0.9079673102124073,1.2929367352155736,4
Granite Park to Flattop Mountain Trail,Glacier National Park,Lake Mc Donald,Montana,United States,3.7171,43613.114,1932.7368,7,4.5,3,2475,13,1687,82,4,5,1,0,0,1.197246447545306,2.2315240314805482,1.002016208793549,-1.0588105949825628,2
Upper Kintla Lake,Glacier National Park,Polebridge,Montana,United States,3.6588,37336.688,523.9512,5,4.5,3,2475,13,1687,82,5,5,0,1,0,0.4226319837690539,0.5039574927280963,0.0073806939849281805,1.1752021458917874,4
Waterton Valley Trail,Glacier National Park,Babb,Montana,United States,3.5294,32508.668,1148.7912,7,4.5,3,2475,13,1687,82,6,4,0,1,0,0.7127137264075933,1.017421515475853,0.43578511376649065,1.5098598850607914,2
Covey Meadow Loop,Glacier National Park,West Glacier,Montana,United States,3.4537,3540.548,59.7408,1,4.5,3,2475,13,1687,82,6,3,0,1,0,-0.5085639429349353,-1.0015591575314657,-1.080517271960833,0.5092181336228666,4
Nyack-Coal Creek Loop,Glacier National Park,West Glacier,Montana,United States,3.3255,67592.28,1196.9496,5,3.5,2,2475,13,1687,82,6,5,1,0,0,1.074673551994352,1.9237433219099433,0.9417696653586923,-1.3800923810566696,2
Kinta Lake Boulder Pass Trail to Goat Haunt Ferry,Glacier National Park,Polebridge,Montana,United States,3.2589,48923.936,1468.8312,3,4.5,6,2475,13,1687,82,4,4,0,0,1,1.3416988212977636,2.3210114295189594,0.535913938824581,-0.0011599450755782263,2
Northern Traverse: Chieftan Mountain to Kintla Lake,Glacier National Park,Babb,Montana,United States,3.2581,86904.36,2369.82,5,5.0,4,2475,13,1687,82,6,4,0,0,1,2.070456091159268,3.607712854068654,2.0084634520331592,0.5670615977076947,2
Firebrand Pass,Glacier National Park,East Glacier Park Village,Montana,United States,3.2501,17219.938,673.9128,3,5.0,6,2475,13,1687,82,5,3,0,1,0,-0.02820747357958239,-0.1074276689699286,-0.6262394250755218,0.9486491642657955,4
Kinta Lake via Boulder Pass Trail,Glacier National Park,Polebridge,Montana,United States,3.1693,21404.222,304.8,3,4.5,3,2475,13,1687,82,5,6,0,1,0,0.04705222837181082,-0.19593382655819735,-0.2930142892886113,0.8073126855108476,4
Huckleberry Mountain Nature Trail,Glacier National Park,Columbia Falls,Montana,United States,3.1057,1448.406,29.8704,1,2.0,2,2475,13,1687,82,4,2,1,0,0,-0.1838133249319079,-0.20307918565356453,-1.943980048296044,-2.317503422510689,1
Glacier National Park Full Traverse - Kintla Lake to Lake McDonald,Glacier National Park,Polebridge,Montana,United States,2.9615,149507.686,5697.9312,5,0.0,0,2475,13,1687,82,6,5,0,0,1,4.107007980046998,6.746524596054056,2.5655279715849324,1.3760029976927075,2
Lower Quartz Lake via Quartz Creek Trail,Glacier National Park,West Glacier,Montana,United States,2.7471,22208.892,400.812,1,3.5,4,2475,13,1687,82,6,3,0,1,0,-0.1275764442638252,-0.4089945269581294,-1.0856700835959185,0.6328772393222323,4
Loneman Lookout Trail,Glacier National Park,West Glacier,Montana,United States,2.6954,22852.628,1176.8328,5,5.0,2,2475,13,1687,82,7,3,0,1,0,0.3481480534889065,0.48321438778419884,0.2436080736532361,1.2644599943051733,4
Fielding Coal Creek Trail,Glacier National Park,Essex,Montana,United States,2.5289,48923.936,2562.7584,5,4.0,1,2475,13,1687,82,6,5,0,1,0,1.1597609971691216,1.756334299703769,0.8114337079721706,1.6096591346044327,2
Apikuni Mountain,Glacier National Park,Browning,Montana,United States,2.479,10299.776,1250.8992,5,3.0,2,2475,13,1687,82,3,2,0,1,0,0.4962715746708611,0.6955188533685819,-1.4838234256901237,1.2439319068937709,4
Snyder Ridge Trail,Glacier National Park,Essex,Montana,United States,2.3963,18829.278,774.8016,3,2.5,2,2475,13,1687,82,4,2,0,0,1,1.0200209448879018,1.6542920815983135,-0.9149122227889924,-0.30337687976032596,2
Lake Isabel Trail,Glacier National Park,West Glacier,Montana,United States,2.3449,53269.154,1196.9496,3,5.0,1,2475,13,1687,82,7,8,0,1,0,0.588130919996766,0.6716425937954943,1.2057361295818962,1.0708983587665781,2
Gable Pass Trail via Otatso Creek,Glacier National Park,Babb,Montana,United States,2.1546,48280.2,1968.7032,3,3.0,1,2475,13,1687,82,7,6,1,0,0,0.9905165938100583,1.6725694826067812,0.9914031907141195,-1.5946984619624582,2
Painted Tepee Peak and Cobalt Lake Trail,Glacier National Park,Essex,Montana,United States,2.0701,25910.374,945.7944,3,5.0,1,2475,13,1687,82,6,6,1,0,0,0.32495902577540314,0.6824113949643332,0.7209931890240099,-1.8394835060162016,1
Dry Fork Trail,Glacier National Park,East Glacier Park Village,Montana,United States,1.9912,8690.436,236.8296,3,0.0,0,2475,13,1687,82,1,2,0,1,0,0.328277361517611,0.1888150452013429,-3.321516668914415,0.7463893774259722,4
Belly River Trail to Foot Glenns Lake,Glacier National Park,Babb,Montana,United States,1.8898,16898.07,233.7816,3,5.0,1,2475,13,1687,82,7,4,0,0,1,0.6239716632380007,0.9986215929775121,0.5591515370022007,-0.4474578184085883,2
Cut Bank Pass via Pitamakan Trail,Glacier National Park,East Glacier Park Village,Montana,United States,1.8525,48119.266,1884.8832,7,4.0,1,2475,13,1687,82,6,5,0,1,0,1.182665639394581,1.753056393264775,0.7775951130605308,1.6821483003286297,2
North Fork Flathead River Paddle,Glacier National Park,Polebridge,Montana,United States,1.023,89962.106,79.8576,3,4.0,2,2475,13,1687,82,2,3,0,0,1,1.446983548873137,2.5733223681862714,-0.434941397773004,-0.07745389013961403,2
West Lakes Trail  [CLOSED],Glacier National Park,West Glacier,Montana,United States,0.7684,32347.734,1565.7576,5,4.0,4,2475,13,1687,82,8,5,0,1,0,0.7229469423811489,0.9162066478169061,0.6968458752003692,1.2847289941434759,2
Nyack Creek,Glacier National Park,West Glacier,Montana,United States,0.7673,55844.098,818.9976,5,0.0,0,2475,13,1687,82,3,3,0,1,0,1.1564226276305647,1.5459594033248294,-1.8745462015458905,1.2453449267773733,4
Beaver Ponds Loop Trail,Yellowstone National Park,Gardiner,Montana,United States,16.1935,8851.37,232.8672,3,4.5,187,3900,14,2771,93,7,7,1,0,0,0.6997890525191256,-1.4461231307760092,1.881574971515911,-1.9938457587361407,1
Boiling River Trail,Yellowstone National Park,Gardiner,Montana,United States,13.394,1931.208,22.86,1,4.5,60,3900,14,2771,93,8,5,0,1,0,0.3666602008420613,-2.274118695786738,0.4421836339650895,0.4567985077986493,0
Mammoth Hot Springs Terraces,Yellowstone National Park,Gardiner,Montana,United States,12.4184,1931.208,84.7344,1,4.5,102,3900,14,2771,93,3,3,0,1,0,0.4109328879112883,-1.97386658661306,-1.0188083742770084,0.5962287838817552,0
Sky Rim Loop Trail,Yellowstone National Park,Big Sky,Montana,United States,8.3564,28968.12,1417.9296,3,4.5,19,3900,14,2771,93,5,6,1,0,0,1.5512384021998737,0.16154339047230354,0.9598776897919605,-1.7360307539367836,1
Sheepeater Cliff Trail,Yellowstone National Park,Gardiner,Montana,United States,8.1285,1448.406,10.9728,1,4.0,27,3900,14,2771,93,6,4,0,1,0,0.5646663758853292,-1.8859505267592493,-0.7240274512577854,0.4328559503715843,0
Hellroaring Creek Loop Trail,Yellowstone National Park,Gardiner,Montana,United States,7.3229,75960.848,2037.8928,3,4.5,16,3900,14,2771,93,7,7,1,0,0,2.181112509381834,1.205379213410304,2.1888130708831635,-1.4509190591096575,2
Bacon Rind Creek Trail,Yellowstone National Park,West Yellowstone,Montana,United States,6.3082,6920.162,61.8744,1,4.5,24,3900,14,2771,93,7,8,0,1,0,0.7244043498900237,-1.8141458146074647,0.3268293518422041,0.3598856801935228,0
Pebble Creek Trail via Northeast Trailhead,Yellowstone National Park,Silver Gate,Montana,United States,5.636,18990.212,369.7224,3,5.0,17,3900,14,2771,93,6,12,0,0,1,1.9935752156306445,0.2996987748648112,2.127747774565853,-0.6099150921782507,2
Specimen Creek Trail,Yellowstone National Park,West Yellowstone,Montana,United States,4.9528,24944.77,707.7456,3,4.5,7,3900,14,2771,93,6,6,0,1,0,1.286370262295362,-0.705949322469765,0.2229858280348482,0.8406100203944091,0
Black Butte Trail to Big Horn Peak,Yellowstone National Park,Big Sky,Montana,United States,4.8817,19151.146,937.8696,5,5.0,12,3900,14,2771,93,5,5,0,1,0,1.4426416496277932,-0.34178368098432177,0.19509404887602633,1.1350634448610604,0
Daly Creek Trail,Yellowstone National Park,Big Sky,Montana,United States,4.1636,17541.806,541.9344,3,4.5,9,3900,14,2771,93,5,5,0,1,0,1.1772807321989238,-0.827438757635907,-0.3577553256042913,0.8036056458632223,0
Riverside Ski Trail Loop,Yellowstone National Park,West Yellowstone,Montana,United States,3.7842,12391.918,55.7784,1,4.0,17,3900,14,2771,93,5,6,1,0,0,0.9617378009120753,-0.9269994265270347,-0.2707164094516472,-2.367992268974295,1
Rescue Creek Trail to Turkey Pen Peak (Gardner Side),Yellowstone National Park,Gardiner,Montana,United States,3.4916,10782.578,527.9136,3,4.0,10,3900,14,2771,93,4,4,0,1,0,1.1626375530136195,-0.8267772124589917,-1.0063873074084204,0.7873485629895997,0
Sportsman Lake Crescent High Lake Trail Loop,Yellowstone National Park,Big Sky,Montana,United States,2.7854,34439.876,885.7488,5,5.0,1,3900,14,2771,93,7,6,1,0,0,1.7140966155663246,0.39764348916192704,1.2959203362590668,-1.6673208423499213,1
Bannock Ski Trail,Yellowstone National Park,Silver Gate,Montana,United States,2.7171,7724.832,60.96,1,4.0,3,3900,14,2771,93,6,4,0,1,0,0.7814872259634303,-1.5157794991848406,-1.0190633657003505,0.41759486443092075,0
Fan Creek Trail,Yellowstone National Park,West Yellowstone,Montana,United States,2.2053,19633.948,271.8816,1,4.0,2,3900,14,2771,93,6,9,0,1,0,1.1113288954895577,-1.2165418787711355,0.05132553353648438,0.3967457783107542,0
Fawn Pass to Fan Creek Trail,Yellowstone National Park,West Yellowstone,Montana,United States,1.9221,25588.506,375.8184,3,3.5,3,3900,14,2771,93,2,4,0,1,0,1.3870339559891371,-0.4291344643985855,-1.611616519790489,0.8241973377661217,0
Daly Creek to Crescent Lake,Yellowstone National Park,Big Sky,Montana,United States,1.2708,46188.058,2389.9368,5,0.0,0,3900,14,2771,93,4,3,0,1,0,2.633471289770211,1.4510099805017627,-1.190236997046808,1.4448037982350477,0
Daly Creek to Shelf Lake,Yellowstone National Park,Big Sky,Montana,United States,1.2146,52303.55,2567.94,3,0.0,0,3900,14,2771,93,5,3,0,1,0,2.5167857798067814,1.2642602971842662,-1.0791053960428867,1.27373432615464,0
"Mystic Falls, Fairy Creek and Little Firehole Loop",Yellowstone National Park,Yellowstone National Park,Wyoming,United States,31.393,5632.69,184.7088,3,4.5,305,3900,14,2771,93,9,5,1,0,0,0.11115501661169151,-2.3683171062309167,3.0910426864355047,-1.8277392937082468,3
Grand Prismatic Hot Spring,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,29.0437,2574.944,60.96,1,4.5,468,3900,14,2771,93,6,3,0,1,0,-0.3358988770813199,-3.314646617405286,1.5020926211081815,0.8341717459980986,3
Upper Geyser Basin and Old Faithful Observation Point Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,28.1776,7242.03,73.7616,1,4.5,297,3900,14,2771,93,9,5,1,0,0,-0.030161304838696702,-2.5922258967857967,2.631934829484345,-2.0944495237420693,3
Canyon Rim North Trail to Inspiration Point,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,26.2857,12713.786,349.9104,3,4.0,144,3900,14,2771,93,9,6,0,1,0,0.45653572797365527,-2.227680871706184,2.118935592354516,0.8853267134192214,3
West Thumb Geyser Basin Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,23.2571,1609.34,17.9832,1,4.0,262,3900,14,2771,93,7,4,1,0,0,0.10112247752143426,-2.3245421414328375,1.417630374069029,-2.1493570551348626,1
Mammoth Hot Springs Area Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,21.7384,5632.69,170.9928,1,4.0,227,3900,14,2771,93,6,4,1,0,0,0.26550787369614237,-2.012319487017486,1.103812089501966,-2.111126548409893,1
Artists Paintpots Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,20.9133,1609.34,30.7848,1,4.5,205,3900,14,2771,93,6,5,1,0,0,0.20751064557313198,-2.132236417680982,1.2318506655704553,-2.183277566447987,1
Avalanche Peak Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,20.3814,7402.964,614.7816,5,5.0,166,3900,14,2771,93,5,5,0,1,0,0.757929497525901,-1.5143948915475054,1.2423777042560138,1.2043481265052307,0
Old Faithful Geyser Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,20.042,1126.538,4.8768,1,4.5,174,3900,14,2771,93,4,3,1,0,0,0.22228530888548226,-1.9481069456659823,0.26490866820740405,-2.135340805988692,1
"Upper Falls, Lower Falls and Crystal Falls Trail",Yellowstone National Park,Yellowstone National Park,Wyoming,United States,19.9735,6115.492,140.8176,3,4.5,62,3900,14,2771,93,6,5,0,1,0,0.5313654914286328,-1.9493835280862475,0.6783421397380204,0.8068418671527512,0
Brink of the Lower Falls Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,19.3937,1287.472,76.8096,3,4.5,212,3900,14,2771,93,6,4,0,1,0,0.3266971603635922,-2.2633846832177973,0.7472301435838363,0.8481706112257721,0
Midway Geyser Basin Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,19.066,1287.472,16.764,1,4.5,174,3900,14,2771,93,8,4,1,0,0,0.20017878401669054,-2.1363363088036387,1.3217436383442878,-2.2212547240683387,1
Fairy Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,18.8214,7885.766,65.8368,1,4.5,131,3900,14,2771,93,8,3,0,1,0,0.1919934648549366,-2.445695549357497,0.6278017742094232,0.6129376386521231,0
Artist Point Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,18.2284,321.868,4.8768,1,4.5,130,3900,14,2771,93,8,4,0,1,0,0.14788549602750978,-2.5895058594589337,0.6829947500715586,0.5366772537406352,0
Mud Volcano Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,17.8542,1126.538,34.7472,1,4.5,177,3900,14,2771,93,9,3,1,0,0,0.18000405867863042,-2.139819092502214,1.3095992902481646,-2.2187485202343633,1
Norris Geyser Basin Complete Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,17.5838,4345.218,54.864,1,4.5,160,3900,14,2771,93,7,4,1,0,0,0.30481936328999565,-1.9317175006436895,1.0130975595254341,-2.202608056594106,1
Bunsen Peak,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,17.5417,7081.096,390.7536,3,4.5,178,3900,14,2771,93,6,4,0,1,0,0.540026966785063,-1.8854382698729288,0.7164655502146613,0.9108768040946155,0
Lone Star Geyser Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,17.2735,8529.502,36.8808,1,4.5,123,3900,14,2771,93,5,4,0,1,0,0.3203422726979536,-2.216150703769247,0.006694886466119473,0.6142418443260723,0
Fairy Creek Trail to Imperial Geyser,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,17.2432,10460.71,117.9576,1,4.5,89,3900,14,2771,93,9,6,0,1,0,0.3703408779411061,-2.3292444350048473,1.2617821948674184,0.5223858029632211,3
Fountain Paint Pot Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,17.0168,965.604,6.7056,1,4.5,142,3900,14,2771,93,4,4,1,0,0,0.34671622133144775,-1.7958541154720413,0.1967081717741061,-2.1967041323813685,1
Chittenden Road to Mount Washburn,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,15.8842,9012.304,451.7136,3,4.5,190,3900,14,2771,93,5,6,0,1,0,0.6814784720702245,-1.7344332791928379,0.8236891506249623,0.8916371950011031,0
Mystic Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,15.5763,3862.416,44.8056,1,4.5,71,3900,14,2771,93,7,2,0,1,0,0.263360850401265,-2.2512916059267303,-0.16267829222245042,0.5765275209530305,0
Elephant Back Mountain Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,15.5536,5793.624,241.7064,3,4.0,141,3900,14,2771,93,6,7,1,0,0,0.7940906880124888,-1.3069127520870856,1.3508856193683383,-2.0293222253786336,1
Clear Lake Artist's Point Loop Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,14.9658,5471.756,116.7384,1,4.5,72,3900,14,2771,93,9,6,1,0,0,0.4856937383694705,-1.7773747170398198,1.5144697710077872,-2.316147773894414,1
Biscuit Basin Interpretive Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,14.9558,1126.538,7.9248,1,4.5,104,3900,14,2771,93,9,4,1,0,0,0.3292786915294886,-1.9419788794500699,1.1443926956280188,-2.3002785815129982,1
Osprey Falls Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,14.7693,11909.116,551.9928,3,4.5,75,3900,14,2771,93,7,2,0,1,0,0.7018965173974268,-1.506346682250872,0.27374848016981035,0.9344556502755009,0
Storm Point Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,14.2629,3701.482,24.9936,1,4.5,113,3900,14,2771,93,6,5,1,0,0,0.454809383356778,-1.7134280098337848,0.646435317261228,-2.266641708235299,1
Red Rock Point via Red Point Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,14.08,965.604,79.8576,1,4.5,98,3900,14,2771,93,8,3,0,1,0,0.26749803138581296,-2.3319180171491447,0.21272538788129497,0.5307384043536605,0
Tower Falls Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,14.0778,1448.406,76.8096,1,3.5,130,3900,14,2771,93,8,4,0,1,0,0.36894786053411327,-2.3050564822891086,0.22039211151292862,0.4937683733145979,0
Union Falls Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,14.0755,24783.836,590.7024,5,5.0,71,3900,14,2771,93,5,5,0,1,0,1.1376401217362158,-0.8500408006166115,0.8101322556703926,1.1903475199447198,0
Yellowstone Natural Bridge Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,13.9454,4667.086,38.7096,3,4.0,86,3900,14,2771,93,8,5,0,1,0,0.6154434157723028,-1.9143325762051018,0.6718846123670703,0.6948971551134058,0
Black Sand Basin Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,13.54,804.67,2.7432,1,4.5,56,3900,14,2771,93,7,4,0,1,0,0.3408080015843405,-2.2398460166131904,0.008858392803681546,0.4845573843185586,0
Trout Lake Loop,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,13.3085,1931.208,60.96,1,4.5,110,3900,14,2771,93,7,9,1,0,0,0.5703917603691797,-1.768427039607305,1.5459176109839203,-2.383293301630065,1
Yellowstone Lake Overlook Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,13.1579,2735.878,60.96,3,4.0,75,3900,14,2771,93,6,5,1,0,0,0.7661440325761225,-1.2490162341956548,0.6001111999737782,-2.080722975136938,1
Lamar Valley Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,13.086,11426.314,212.7504,3,4.5,78,3900,14,2771,93,6,11,0,1,0,0.9216411020333102,-1.6293506038705006,1.49406817232115,0.6567170135663676,0
Gibbon Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,12.6721,804.67,16.764,1,4.0,70,3900,14,2771,93,6,5,1,0,0,0.545435550698902,-1.6059869552334072,0.2945673482698557,-2.326152974991724,1
Seven Mile Hole Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,11.5255,15610.598,622.7064,5,4.5,57,3900,14,2771,93,6,6,0,1,0,1.1882822332188052,-0.9017002733581377,0.838987188045524,1.075621670774842,0
Point Sublime Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,11.4493,4345.218,103.9368,1,4.5,79,3900,14,2771,93,5,1,0,1,0,0.38237913974455034,-1.9523459987267275,-1.0061570596166647,0.6114019000177537,0
Firehole River Swimming Area,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,11.2823,160.934,0.9144,1,4.5,21,3900,14,2771,93,7,4,0,1,0,0.41529357290733937,-2.1151969496371215,-0.2116577041420651,0.44848207358446435,0
Brink of the Upper Yellowstone Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,11.1405,482.802,10.9728,1,4.0,35,3900,14,2771,93,5,3,0,1,0,0.47025979040074606,-1.963224486609258,-0.9543692893529391,0.49427411194348225,0
Canyon Rim South Trail to Point Sublime,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,10.9249,10299.776,241.7064,1,4.5,42,3900,14,2771,93,8,2,0,1,0,0.49010337329795983,-1.8816367008580739,-0.1451555307925326,0.5821669699678578,0
Geyser Hill Loop Trail and Observation Point,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,10.9071,4023.35,86.868,1,4.5,48,3900,14,2771,93,3,3,1,0,0,0.6068309717638842,-1.2709977392827154,-0.7400161983105932,-2.2166331187529313,1
Slough Creek Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,10.5296,32508.668,458.724,3,4.5,73,3900,14,2771,93,6,10,0,1,0,1.221351896236136,-1.033860215376036,1.4307453075658534,0.8053560218640817,0
Wraith Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,10.4347,1287.472,17.9832,1,4.0,66,3900,14,2771,93,8,2,0,1,0,0.381684462539434,-2.1300659676901224,-0.4033577650158558,0.4853298177009386,0
Yellowstone Observation Point,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,10.4096,2414.01,79.8576,3,4.5,39,3900,14,2771,93,2,4,0,1,0,0.7673424680326484,-1.4210418272516332,-1.0952888715572366,0.7686138102018106,0
Petrified Forest Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,9.8307,5632.69,534.924,5,4.5,37,3900,14,2771,93,5,3,0,1,0,1.0575677501908145,-0.948360887864306,-0.213748114118195,1.072451010022615,0
Porcelain Basin Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,9.534,1448.406,35.9664,1,4.5,48,3900,14,2771,93,6,5,1,0,0,0.5995761700701497,-1.4730046432165227,0.2002832388911241,-2.3401245556421704,1
Back Basin Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,9.5062,4184.284,36.8808,1,4.5,27,3900,14,2771,93,6,3,1,0,0,0.5849677136720853,-1.3797477954345423,-0.19252809823619774,-2.289576701727027,1
Lava Creek Canyon Trail to Undine Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,9.4736,13357.522,354.7872,3,4.0,34,3900,14,2771,93,6,9,0,1,0,1.0881724356239069,-1.2736656982943841,0.7489687812075239,0.6793398342985287,0
Old Faithful to Madison Junction,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,9.4016,27036.912,85.9536,1,5.0,17,3900,14,2771,93,6,3,0,0,1,1.4332547563428821,-0.11327161539255445,0.44231780830151013,-0.6130776926671776,0
Cascade Creek Trail to Terraced Falls,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,9.3759,5954.558,137.7696,3,4.5,26,3900,14,2771,93,6,5,0,1,0,0.8019730533721156,-1.506154474529148,-0.025240056978622923,0.7023595747837257,0
Purple Mountain Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.974,10460.71,648.9192,3,4.0,60,3900,14,2771,93,5,6,0,1,0,1.0651794944616129,-1.1199184029911018,0.06553189659838733,0.8158459462936778,0
Norris Geyser Basin,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.8662,2735.878,41.7576,1,4.5,22,3900,14,2771,93,2,2,1,0,0,0.640965984801488,-1.1377155889579929,-1.3619877707079187,-2.221759707329229,1
Shoshone Lake Via Delacy Creek Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,8.8643,10138.842,88.6968,1,4.0,43,3900,14,2771,93,8,6,0,1,0,0.6568519464756662,-1.8750817272108256,0.29491361005195466,0.42688123800887595,0
