name,park_name,city_name,state_name,country_name,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,species_count,bio_category_count,abundance_total,conservation_total,features_list,activities_list,principal component 1,principal component 2,principal component 3,principal component 4,Class
Glacier Point Trail,Yosemite National Park,Yosemite Valley,California,United States,37.4664,965.604,71.9328,1,out and back,4.0,4.5,344,2043,6,749,92,111,87,-2.4353838678624333,3.519489293380276,2.037722515156421,-1.0328800663381554,3
Vernal Falls,Yosemite National Park,Yosemite Valley,California,United States,37.2129,5954.558,406.908,3,out and back,3.0,5.0,1107,2043,6,749,92,60,74,-2.7153395485469254,4.307091929731906,2.965716214474327,2.142995024537088,3
Mirror Lake via Valley Loop Trail,Yosemite National Park,Yosemite Valley,California,United States,34.1675,9012.304,101.8032,1,loop,4.0,4.0,622,2043,6,749,92,109,21,-2.632032319214269,3.492344541230792,1.527986274942459,0.946219543594834,3
Bridalveil Fall Trail,Yosemite National Park,Yosemite Valley,California,United States,29.4481,804.67,24.9936,1,out and back,3.0,4.5,455,2043,6,749,92,104,48,-2.4744258399902455,3.0918219131019216,1.259966813690526,0.04609351882288908,3
Taft Point and The Fissures,Yosemite National Park,Yosemite Valley,California,United States,27.694,3701.482,113.9952,1,out and back,3.0,4.5,297,2043,6,749,92,66,85,-2.1771190818026462,2.2065963503024317,0.8713582999684815,-0.3945267103961553,3
Cathedral Lakes Trail,Yosemite National Park,Yosemite Valley,California,United States,26.3724,13840.324,472.7448,3,out and back,2.0,4.5,248,2043,6,749,92,66,111,-1.7680149834521393,1.5119680144397378,1.88883675793671,-0.784683257574141,3
Vernal and Nevada Falls via the Panorama Trail,Yosemite National Park,Yosemite Valley,California,United States,26.0974,14484.06,297.7896,5,point to point,2.0,5.0,207,2043,6,749,92,80,37,-1.8737108387400636,1.1396806143591196,1.5537237649387463,1.1809094112478482,3
Columbia Rock Trail,Yosemite National Park,Yosemite Valley,California,United States,24.7999,2092.142,288.9504,3,out and back,2.0,4.5,380,2043,6,749,92,58,48,-2.0983433723450404,1.6486256880531782,0.7891528817460123,1.1311219184567403,3
Porcupine Creek Trail to Indian Ridge Natural Arch to North Dome,Yosemite National Park,Yosemite Valley,California,United States,24.4063,16737.136,636.7272,3,out and back,1.0,5.0,221,2043,6,749,92,58,91,-1.7604281423258514,1.1333137350385567,1.619100815010722,-0.04676744126329449,3
John Muir Trail via Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,24.0723,326856.954,14029.944,5,point to point,3.0,4.5,129,2043,6,749,92,88,36,2.824862693247061,-9.746936683718394,14.583685869609479,3.2435613898964846,2
Mariposa Grove of Giant Sequoias Trail,Yosemite National Park,Yosemite Valley,California,United States,23.5256,9012.304,367.8936,3,loop,3.0,4.5,262,2043,6,749,92,102,37,-2.0054062746986476,1.628205367431435,1.3362931686279576,0.26855338272224916,3
Chilnualna Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,23.3042,12713.786,666.9024,3,out and back,3.0,4.5,297,2043,6,749,92,64,72,-1.8190435445504305,1.2000253572272603,1.410371750723149,0.2761561543207698,3
Sentinel Dome and Taft Point Loop,Yosemite National Park,Yosemite Valley,California,United States,22.7858,8207.634,341.9856,3,loop,3.0,5.0,232,2043,6,749,92,42,48,-1.9533205705242207,0.95371656920353,0.4405047958335641,1.3111935663299812,1
Nevada Falls,Yosemite National Park,Yosemite Valley,California,United States,22.0603,8690.436,669.9504,5,out and back,3.0,5.0,286,2043,6,749,92,60,38,-1.7982141487955101,0.7765825426827123,1.3068591646523458,1.6359968064656745,3
Clouds Rest Trail from Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,21.5626,28968.12,1920.8496,5,out and back,3.0,5.0,123,2043,6,749,92,58,80,-1.2023618552844366,-0.3556666277233782,2.599487786929252,0.5360749866272717,2
El Capitan Trail (historical),Yosemite National Park,Yosemite Valley,California,United States,21.0807,21726.09,1426.7688,5,out and back,2.0,4.5,76,2043,6,749,92,58,54,-1.3288911565466568,-0.37808113045500125,1.678867334329352,0.8984069092417154,2
Wapama Falls Trail,Yosemite National Park,Long Barn,California,United States,20.256,7402.964,290.7792,3,out and back,2.0,4.5,230,2043,6,749,92,104,65,-1.8763213911655232,1.543507194973858,1.4816174517752447,-0.66168512637315,3
Yosemite Point,Yosemite National Park,Yosemite Valley,California,United States,19.9437,13679.39,1107.948,5,out and back,1.0,5.0,172,2043,6,749,92,55,48,-1.5410396909488513,0.082948823161309,1.4292619361876524,1.3077905402209986,1
Tuolumne Grove Trail,Yosemite National Park,Yosemite Valley,California,United States,19.7137,5149.888,223.7232,3,out and back,2.0,4.0,270,2043,6,749,92,66,48,-1.8910327520143173,1.052989210235633,0.4860595232646771,0.4890100927517809,1
Mount Dana Summit Trail,Yosemite National Park,Lee Vining,California,United States,19.0574,11265.38,945.7944,5,out and back,2.0,5.0,167,2043,6,749,92,66,69,-1.519123227468108,0.33806593648877503,1.7088503749042454,0.4699933378902469,1
Mount Hoffman Trail,Yosemite National Park,Yosemite Valley,California,United States,18.7667,9012.304,582.7776,5,out and back,2.0,5.0,103,2043,6,749,92,66,37,-1.6442827921416898,0.2273643497512423,0.9469897748090559,1.1202863703662336,1
Tenaya Lake Trail,Yosemite National Park,Yosemite Valley,California,United States,18.544,5471.756,59.7408,1,out and back,2.0,4.5,59,2043,6,749,92,83,48,-1.9746602314892048,1.1205752696102158,-0.019905113567162947,-0.48086866452566407,1
Sentinel Meadow Cook's Meadow Loop Trail,Yosemite National Park,Yosemite Valley,California,United States,18.0573,3540.548,25.908,1,loop,3.0,4.5,86,2043,6,749,92,82,65,-1.9544973195187587,1.256094520537414,0.1495270291343198,-0.8756216967579866,1
Illilouette Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,17.689,7885.766,442.8744,3,out and back,2.0,4.5,112,2043,6,749,92,80,48,-1.750869920166134,0.6689545750507806,0.6723013113133068,0.037668445677380674,1
Tuolumne Meadows to Glen Aulin High Sierra Camp,Yosemite National Park,Yosemite Valley,California,United States,17.3657,19473.014,365.76,3,out and back,2.0,4.5,93,2043,6,749,92,88,120,-1.4857596741172758,0.8479316200635317,1.8357705613501227,-2.0246398387212077,1
Hetch Hetchy Trail to Rancheria Falls,Yosemite National Park,Long Barn,California,United States,16.6842,18185.542,775.716,5,out and back,2.0,4.5,101,2043,6,749,92,79,80,-1.3586210516785406,0.10793255126756784,1.807067763941439,-0.41765933654194415,1
Valley Floor Loop Trail,Yosemite National Park,Yosemite Valley,California,United States,16.6784,32347.734,370.9416,1,loop,3.0,4.5,115,2043,6,749,92,96,80,-1.6738452329418496,0.8989776432601687,1.2612241877635453,-1.4657424668790453,1
Lembert Dome Loop,Yosemite National Park,Yosemite Valley,California,United States,16.6277,5954.558,257.8608,3,loop,3.0,4.5,135,2043,6,749,92,20,58,-1.7215892179700707,0.09155676477561937,-0.37094453368838326,1.0275045344517846,1
Inspiration Point Trail,Yosemite National Park,Yosemite Valley,California,United States,16.4319,3701.482,317.9064,3,out and back,1.0,4.5,113,2043,6,749,92,66,80,-1.6809770843920682,0.6703009882676669,0.6501232745199658,-0.550414515467999,1
Mirror Lake from Shuttle Stop 17,Yosemite National Park,Yosemite Valley,California,United States,16.0151,3701.482,44.8056,1,loop,2.0,4.0,146,2043,6,749,92,46,48,-1.925250633420443,0.6751160147414913,-0.7474620427524423,0.23541503520072177,1
Ten Lakes Trail,Yosemite National Park,Yosemite Valley,California,United States,15.968,19955.816,920.8008,5,out and back,2.0,4.5,94,2043,6,749,92,66,63,-1.3390407744059754,-0.26503008756672225,1.4442419511840343,0.28716818218645823,1
Olmsted Point Nature Trail,Yosemite National Park,Yosemite Valley,California,United States,15.5984,643.736,16.764,1,out and back,3.0,4.5,51,2043,6,749,92,66,48,-1.9421100238834004,0.8082993915615427,-0.541516049923814,-0.23636756827990774,1
Mirror Lake Paved Trail,Yosemite National Park,Yosemite Valley,California,United States,14.0674,2574.944,29.8704,1,out and back,2.0,4.5,123,2043,6,749,92,78,52,-1.9445515914654121,1.0185900757286506,-0.19242483079074038,-0.5192000126469867,1
Grizzly Giant Loop Trail,Yosemite National Park,Fish Camp,California,United States,13.1348,3218.68,106.9848,1,loop,2.0,4.5,129,2043,6,749,92,46,27,-1.9569822514675097,0.4514822480814957,-1.0282790104009163,0.7974224445606556,1
Kibbie Lake Trail,Yosemite National Park,Mi Wuk Village,California,United States,13.0192,21082.354,797.9664,5,loop,1.0,4.5,49,2043,6,749,92,84,63,-1.2878811228633313,-0.3018131080783043,1.5204554437660487,-0.2773998999075921,1
Gaylor Lakes Trail,Yosemite National Park,Lee Vining,California,United States,12.9552,5632.69,368.808,5,out and back,2.0,4.5,86,2043,6,749,92,83,54,-1.5123107445272617,0.15131406137593748,0.933906198311435,-0.05167478838477639,1
Dewey Point Trail,Yosemite National Park,Yosemite Valley,California,United States,12.8074,12070.05,306.9336,3,loop,1.0,4.5,48,2043,6,749,92,58,74,-1.5354461688604641,0.05335018079445873,0.3367878708762172,-0.436055333017571,1
Snow Creek Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,12.7401,32508.668,1641.9576,5,out and back,2.0,4.5,44,2043,6,749,92,71,80,-0.9901489972683076,-0.955076124581759,2.174014335349017,-0.30969567269016823,2
May Lake High Sierra Camp from Tioga Pass Road,Yosemite National Park,Yosemite Valley,California,United States,12.6368,10299.776,327.9648,3,out and back,2.0,4.5,41,2043,6,749,92,66,91,-1.49438576179717,0.2056854171280305,0.6541463452858216,-1.058893133074343,1
El Capitan Loop,Yosemite National Park,Yosemite Valley,California,United States,12.477,34600.81,1588.9224,7,loop,1.0,4.5,15,2043,6,749,92,53,25,-0.949459968126408,-1.7754290964596944,1.5525507943676842,1.7580722486670972,2
Artist Point Trail,Yosemite National Park,Yosemite Valley,California,United States,12.4458,3701.482,225.8568,3,out and back,2.0,4.0,46,2043,6,749,92,58,21,-1.693940244113427,-0.12179839383260557,-0.6358759734179684,0.7619780112353315,1
Grand Canyon of the Tuolumne,Yosemite National Park,Yosemite Valley,California,United States,12.4204,92858.918,3507.9432,3,loop,1.0,5.0,16,2043,6,749,92,72,36,-0.5524455171905023,-2.5159044682776734,3.3356811266661293,0.9076194614365881,2
Young Lakes Trail Loop,Yosemite National Park,Yosemite Valley,California,United States,12.3443,27680.648,833.9328,3,loop,2.0,4.5,56,2043,6,749,92,66,80,-1.324020089452647,-0.2939522289425511,1.1128538144371425,-0.6602892125774759,1
May Lake,Yosemite National Park,Yosemite Valley,California,United States,12.3328,4506.152,151.7904,3,out and back,3.0,4.5,74,2043,6,749,92,74,59,-1.6732364610185788,0.39923987534202493,0.22398778204891207,-0.39507829679951195,1
Elizabeth Lake Trail,Yosemite National Park,Yosemite Valley,California,United States,12.1316,7885.766,256.9464,3,out and back,2.0,4.5,62,2043,6,749,92,73,32,-1.6938186856998032,0.14308784515037618,-0.044099020600901394,0.31571958567251535,1
Hetch Hetchy Loop via Lake Vernon,Yosemite National Park,Groveland,California,United States,12.1212,41520.972,1725.7776,5,loop,3.0,4.5,56,2043,6,749,92,88,47,-1.0180063221285236,-1.0587199276611885,2.242643610618566,0.20308584454610124,2
Panorama Trail to Little Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,12.0193,33796.14,1193.9016,5,out and back,3.0,5.0,30,2043,6,749,92,64,69,-1.117325970367267,-0.8877927037263984,1.7248482231380524,0.1370002796300869,2
Sunrise Lakes Trail,Yosemite National Park,Yosemite Valley,California,United States,11.8718,15127.796,727.8624,5,out and back,2.0,4.5,30,2043,6,749,92,54,63,-1.2827838834765153,-0.659635697279123,0.7928512984986924,0.27493813654319216,1
Eagle Peak Trail,Yosemite National Park,Yosemite Valley,California,United States,11.8682,23013.562,1836.7248,5,out and back,2.0,4.5,39,2043,6,749,92,58,10,-1.173693051250716,-1.3995228398685857,0.9714360686995419,1.7521298382675115,2
Tuolumne Meadows to Yosemite Valley Trail,Yosemite National Park,Yosemite Valley,California,United States,11.6882,43774.048,657.7584,3,point to point,2.0,5.0,19,2043,6,749,92,58,91,-1.2330408230950265,-0.5395600238835537,1.3015714144738795,-0.7339872476227312,1
Lyell Canyon and Vogelsang Loop Trail,Yosemite National Park,Yosemite Valley,California,United States,11.5511,31543.064,684.8856,7,loop,2.0,4.5,25,2043,6,749,92,75,80,-0.9989974244416983,-0.8858246300228044,2.037841750040479,-0.28224046738009667,2
